hsg_owner	hsg_adm	hsg_sigil	hsg_kurzbenennung	hsg_bibliothek	hsg_geloescht	hsg_id
Q1084	HBZ60	5/219	Bonn	Chirurgisches Zentrum, Klinik und Poliklinik für Anästhesiologie und Operative Intensivmedizin	2016-10-06 00	:00	:00	4020
Q1085	HBZ60	5/22	Bonn: Romanistik	Klassische und Romanische Philologie, Abt. Romanische Philologie	NULL	4021
Q1086	HBZ60	5/220	Bonn	Radiologische Klinik	2016-10-06 00	:00	:00	4022
Q1087	HBZ60	5/221	Bonn	Klinik für Nuklearmedizin der Universität	Bonn	2016-10-06 00	:00	:00	4023
Q1088	HBZ60	5/222	Bonn	Apotheke der Medizinischen Einrichtungen der Universität	Bonn	2016-10-06 00	:00	:00	4024
Q1089	HBZ60	5/223	Bonn	Institut für Medizinische Statistik, Dokumentation und Datenverarbeitung der Universität	Bonn, Abteilung für Sportmedizin	2001-06-27 00	:00	:00	4025
Q1090	HBZ60	5/224	Bonn	Zentrum für Innere Medizin, Klinik und Poliklinik für Psychosomatische Medizin und Psychotherapie der Universität	Bonn	2016-10-06 00	:00	:00	4026
Q1091	HBZ60	5/225	Bonn: ZEF / ZEI	Zentrum für Europäische Integrationsforschung, Zentrum für Entwicklungsforschung	NULL	4027
Q1092	HBZ60	5/226	Bonn	Institut für Molekulare Biomedizin (LIMES-Institut), Abt. Molekulare Immunologie und Zellbiologie	2020-01-09 00	:00	:00	4028
Q1093	HBZ60	5/227	Bonn	Arbeitsstelle Geschichte und ihre Didaktik	2014-05-07 00	:00	:00	4029
Q1094	HBZ60	5/23	Institut für Geodäsie und Geoinformation, Geodäsie, Theoretische Geodäsie	2016-07-28 00	:00	:00	4030
Q1095	HBZ60	5/24	Bonn	Institut für Nutzpflanzenwissenschaften und Ressourcenschutz (INRES), Phytomedizin	2016-10-06 00	:00	:00	4031
Q1096	HBZ60	5/25	Bonn	Institut für Nutzpflanzenwissenschaften und Ressourcenschutz (INRES), Ökologie der Kulturlandschaft und Naturschutz	2016-10-06 00	:00	:00	4032
Q1097	HBZ60	5/26	Bonn: Voelkerrecht	Institut für Völkerrecht	NULL	4033
Q1098	HBZ60	5/28	Bonn	Institut für Anglistik, Amerikanistik und Keltologie, Abt. Vergleichende Indogermanische Sprachwissenschaft und Keltologie	2013-05-17 00	:00	:00	4034
Q1099	HBZ60	5/29	Bonn	Zentrum für Innere Medizin, Medizinische Klinik und Poliklinik I, Medizinische Klinik und Poliklinik II	2016-10-06 00	:00	:00	4035
Q1100	HBZ60	5/3	Bonn: Nees-Institut	Nees-Institut fuer Biodiversitaet der Pflanzen	NULL	4036
Q1101	HBZ60	5/30	Bonn: Physikalisches Inst.	Physikalisches Institut der Universität	Bonn	NULL	4037
Q1102	HBZ60	5/31	Bonn	Klinik und Poliklinik für Hals-, Nasen- und Ohrenheilkunde/Chirurgie	2016-10-06 00	:00	:00	4038
Q1103	HBZ60	5/32	Bonn: Hygiene-Institut	Zentrum für Hygiene und Medizinische Mikrobiologie, Institut für Hygiene und Öffentliche Gesundheit	NULL	4039
Q1104	HBZ60	5/33	Physiologisches Institut I der Universität	Bonn	2016-07-28 00	:00	:00	4040
Q1105	HBZ60	5/34	Bonn:Juristisches Seminar	Juristisches Seminar der Universität	Bonn, Bibliothek	NULL	4041
Q1106	HBZ60	5/35	Bonn: Handelsrecht	Institut für Handels- und Wirtschaftsrecht der Universität	Bonn, Bibliothek	NULL	4042
Q1107	HBZ60	5/39	Bonn: Rhein. Landesgesch.	Institut für Geschichtswissenschaft, Abt. Geschichte der Frühen Neuzeit und Rheinische Landesgeschichte der Universität	Bonn	NULL	4043
Q1108	HBZ60	5/4	Bonn: Anglistik	Institut für Anglistik, Amerikanistik und Keltologie	NULL	4044
Q1109	HBZ60	5/41	Bonn: Medical Humanities	Institute for Medical Humanities der Universität	Bonn	NULL	4045
Q1110	HBZ60	5/42	Bonn	Zentrum für Pathologie, Institut für Pathologie (Bonn, Inst. Pathologie)	2016-10-06 00	:00	:00	4046
Q1111	HBZ60	5/43	Bonn	Institut für Rechtsmedizin der Universität	Bonn	2016-10-06 00	:00	:00	4047
Q1112	HBZ60	5/44	Medizinische Poliklinik der Universität	Bonn	2016-07-28 00	:00	:00	4048
Q1113	HBZ60	5/45	Bonn	Zentrum für Kinderheilkunde, Kinderklinik und Poliklinik der Universität	Bonn	2015-03-03 00	:00	:00	4049
Q1114	HBZ60	5/46	Bonn	Zentrum für Nervenheilkunde, Klinik und Poliklinik für Psychiatrie und Psychotherapie, Neurochirurgische Klinik	2016-10-06 00	:00	:00	4050
Q1115	HBZ60	5/47	Bonn	Zentrum für Geburtshilfe und Frauenheilkunde, Klinik und Poliklinik für Gynäkologie	2016-10-06 00	:00	:00	4051
Q1116	HBZ60	5/48	Bonn	Chirurgisches Zentrum, Klinik und Poliklinik für Allgemein-, Viszeral-, Thorax- und Gefäßchirurgie; Urologische Klinik	2016-10-06 00	:00	:00	4052
Q1117	HBZ60	5/49	Bonn	Augenklinik und Poliklinik	2016-10-06 00	:00	:00	4053
Q1118	HBZ60	5/50	Bonn	Zentrum für Zahn-, Mund- und Kieferheilkunde der Universität	Bonn	2016-10-06 00	:00	:00	4054
Q1119	HBZ60	5/51	Bonn: Psychologie	Institut für Psychologie der Universität	Bonn	NULL	4055
Q1130	HBZ60	5/52	Bonn: Pharmazie	Pharmazeutisches Institut der Universität	Bonn	NULL	4056
Q1131	HBZ60	5/53	Institut für Sportwissenschaft und Sport der Universität	Bonn	2016-07-28 00	:00	:00	4057
Q1132	HBZ60	5/55	Bonn	Institut für Physiologische Chemie der Universität	Bonn	2016-10-06 00	:00	:00	4058
Q1133	HBZ60	5/58	Bonn: Medien-/Musikwiss.	Institut für Sprach-, Medien- und Musikwissenschaft, Bibliothek für Medien- und Musikwissenschaft der Universität	Bonn	NULL	4059
Q1134	HBZ60	5/6	Bonn	Klinik und Poliklinik für Dermatologie der Universität	Bonn	2016-10-06 00	:00	:00	4060
Q1135	HBZ60	5/60	Bonn: Ägyptologie	Institut für Archäologie und Kulturanthropologie, Abt. Ägyptologie	NULL	4061
Q1136	HBZ60	5/61	Bonn: ILR	Institut für Lebensmittel- und Ressourcenökonomik (ILR)	NULL	4062
Q1137	HBZ60	5/62	Bonn	Institut für Nutzpflanzenwissenschaften und Ressourcenschutz (INRES), Pflanzenernährung	2016-10-06 00	:00	:00	4063
Q1138	HBZ60	5/65	Bonn	Institut für Tierwissenschaften, Abt. Physiologie und Hygiene	2016-10-06 00	:00	:00	4064
Q1139	HBZ60	5/66	Bonn	Institut für Nutzpflanzenwissenschaften und Ressourcenschutz (INRES), Tierökologie	2016-10-06 00	:00	:00	4065
Q1140	HBZ60	5/67	Bonn	Institut für Pflanzenbau der Universität	Bonn	2001-06-27 00	:00	:00	4066
Q1141	HBZ60	5/68	Bonn: Physikal. Chemie	Institut für Physikalische und Theoretische Chemie der Universität	Bonn	NULL	4067
Q1142	HBZ60	5/7	Bonn: Kunstgeschichte	Kunsthistorisches Institut	NULL	4068
Q1143	HBZ60	5/70	Bonn	Institut für Kommunikationswissenschaften, Abt. Bildungswissenschaft	2012-08-01 00	:00	:00	4069
Q1144	HBZ60	5/71	Bonn	Evangelisch-theologisches Seminar der Universität	Bonn	2009-07-17 00	:00	:00	4070
Q1145	HBZ60	5/73	Bonn	Institut für Nutzpflanzenwissenschaften und Ressourcenschutz (INRES), Bodenwissenschaften	2020-01-09 00	:00	:00	4071
Q1146	HBZ60	5/74	Bonn:  Alte Geschichte	Institut für Geschichtswissenschaft, Abt. Alte Geschichte	NULL	4072
Q1147	HBZ60	5/76	Bonn: Staatswiss. Sem.	Staatswissenschaftliches Seminar der Universität	Bonn	NULL	4073
Q1148	HBZ60	5/79	Bonn: Kirchenrechtl. Inst.	Kirchenrechtliches Institut der Universität	Bonn	NULL	4074
Q1149	HBZ60	5/8	Bonn: Klass. Archäologie	Institut für Archäologie und Kulturanthropologie, Abt. Klassische Archäologie	NULL	4075
Q1150	HBZ60	5/81	Bonn	Forschungsstelle für Forstwirtschaft in Entwicklungsländern und Forstliche Sammlung der Universität	Bonn	2008-06-04 00	:00	:00	4076
Q1151	HBZ60	5/82	Bonn: Städtebau	Institut für Geodäsie und Geoinformation der Universität	Bonn	NULL	4077
Q1152	HBZ60	5/83	Bonn	Institut für Landtechnik der Universität	Bonn	2016-10-06 00	:00	:00	4078
Q1153	HBZ60	5/84	Institut für Lebensmittel- und Ressourcenökonomik (ILR), Unternehmensführung	2016-07-28 00	:00	:00	4079
Q1154	HBZ60	5/87	Bonn	Institut für Nutzpflanzenwissenschaften und Ressourcenschutz (INRES), Pflanzen- und Gartenbauwissenschaften	2016-10-06 00	:00	:00	4080
Q1155	HBZ60	5/89	Bonn	Institut für Pharmazeutische Biologie der Universität	Bonn	2016-11-02 00	:00	:00	4081
Q1156	HBZ60	5/9	Bonn	Argelander-Institut für Astronomie (AIfA)	2020-06-17 12	:54	:54	4082
Q1157	HBZ60	5/90	Bonn: Philosophie	Institut für Philosophie der Universität	Bonn (IPHIL)	NULL	4083
Q1158	HBZ60	5/91	Bonn	Institut für Sprach-, Medien- und Musikwissenschaft, Abt. Medienwissenschaft der Universität	Bonn	2020-01-09 00	:00	:00	4084
Q1159	HBZ60	5/92	Institut für Geodäsie und Geoinformation, Photogrammetrie	2016-07-28 00	:00	:00	4085
Q1160	HBZ60	5/95	Bonn: Rechtsgeschichte	Institut für deutsche und rheinische Rechtsgeschichte der Universität	Bonn	NULL	4086
Q1161	HBZ60	5/96	Institut für Orient- und Asienwissenschaften, Abt. Religionswissenschaft	2016-07-28 00	:00	:00	4087
Q1162	HBZ60	5/97	Bonn: Altamerikanistik	Institut für Archäologie und Kulturanthropologie, Abt. Altamerikanistik/Ethnologie der Universität	Bonn	NULL	4088
Q1163	HBZ60	5/99	Bonn: Frühgesch. Archäol.	Institut für Archäologie und Kulturanthropologie, Abt. Vor- und Frühgeschichtliche Archäologie	NULL	4089
Q1164	HBZ60	B 48	Bonn: BVA	Bundesversicherungsamt, Bibliothek	NULL	4090
Q1165	HBZ60	B 196	BN	Bundesaufsichtsamt für das Versicherungswesen, Bibliothek	2007-04-26 00	:00	:00	4091
Q1166	HBZ60	B 1509	Bonn: BI Berufsbildung	Bundesinstitut für Berufsbildung, Bibliothek	NULL	4092
Q1167	HBZ60	B 1512	Bonn: BfArM	Bundesinstitut für Arzneimittel und Medizinprodukte (BfArM), Bibliothek	NULL	4093
Q1168	HBZ60	5/228	Bonn	Institut für Zelluläre und Molekulare Botanik / Institut für Molekulare Physiologie und Biotechnologie der Pflanzen der Universität	Bonn	2004-05-06 00	:00	:00	4094
Q1169	HBZ60	Bo 149	Bonn	InWEnt - Internationale Weiterbildung und Entwicklung gGmbH, Informationszentrum Entwicklungspolitik	2016-11-02 00	:00	:00	4095
Q1170	HBZ60	5/180	Bonn: Inst. Familienrecht	Institut für Deutsches, Europäisches und Internationales Familienrecht	NULL	4096
QL001	HBZ60	98	: ZB MED	Bonn		Bibliothek: Deutsche Zentralbibliothek für Medizin, Standort	Bonn [Bis 2000	:] Deutsche Zentralbibliothek für Landbau-wissenschaften,	Bonn	NULL	4097
R0001	HBZ60	929	KO: Rhein. LB	Rheinische Landesbibliothek, Koblenz	NULL	4098
R0002	HBZ60	Zw 1	: Bipontina	Bibliotheca  Bipontina, Zweibrücken	NULL	4099
R0003	HBZ60	107	SP: PLB Speyer	Pfälzische Landesbibliothek, Speyer	NULL	4100
R1001	HBZ60	Kob 1	KO: Landeshauptarchiv	Landeshauptarchiv Koblenz, Bibliothek	NULL	4101
R1002	HBZ60	Kob 2	KO: B BA Gewässerkde	Bundesanstalt für Gewässerkunde, Bibliothek, Koblenz	NULL	4102
R1003	HBZ60	Kob 3	KO: B BA Wehrtechnik	Bundesamt für Wehrtechnik und Beschaffung, Fachinformationsstelle, Koblenz	NULL	4103
R1004	HBZ60	Mch 1	Maria-Laach: B Abtei	Benediktinerabtei Maria Laach, Bibliothek, Maria Laach	NULL	4104
R1005	HBZ60	69	KO: StB	Stadtbibliothek Koblenz	NULL	4105
R1006	HBZ60	977	Andernach: StBü	Stadtbücherei Andernach	NULL	4106
R1007	HBZ60	987	KO: HSB Koblenz	Bibliothek der Hochschule Koblenz, RheinMoselCampus	NULL	4107
R1008	HBZ60	992	Vallendar: B WHU	Wissenschaftliche Hochschule für Unternehmensführung (Otto-Beisheim-Hochschule), Bibliothek, Vallendar	NULL	4108
R1009	HBZ60	Kob 9	KO: Oberverw.-gericht	Oberverwaltungsgericht Rheinland-Pfalz, Koblenz	NULL	4109
R2001	HBZ60	1105	Remagen: HSB Koblenz	Bibliothek der Hochschule Koblenz, RheinAhrCampus Remagen	NULL	4110
SC001	HBZ60	HBZ/Schul 1	K: Hauptbibliothek	Sigel und Ownerdefinition für das ALEPH 500-Schulungssystem des HBZ	NULL	4111
SC002	HBZ60	HBZ/Schul 2	K: Institut A	Sigel und Ownerdefinition für das ALEPH 500-Schulungssystem des HBZ	NULL	4112
SC003	HBZ60	HBZ/Schul 3	K: Institut B	Sigel und Ownerdefinition für das ALEPH 500-Schulungssystem des HBZ	NULL	4113
SD001	HBZ60	Bo 410	BN: DIE-Bibliothek	Deutsches Institut für Erwachsenenbildung Bibliothek	NULL	4114
SK001	HBZ60	Kn 185	K: Bibl. u. Mediathek	Bibliothek der Kunsthochschule für Medien, Köln	NULL	4115
SM001	HBZ60	Bed 1	KLE: Museumsbibl. Moyland	Museumsbibliothek der Stiftung Museum Schloss Moyland, Sammlung van der Grinten, Joseph Beuys Archiv des Landes Nordrhein-Westfalen, Bedburg-Hau	NULL	4116
T0001	HBZ60	Tr 1	TR: B Rhein. L´museum	Rheinisches Landesmuseum Trier, Bibliothek	NULL	4117
T0002	HBZ60	Tr 16	TR: Dt. Liturg. Inst.	Deutsches Liturgisches Institut, Bibliothek, Trier	NULL	4118
T0003	HBZ60	Tr 17	TR: SemB Weiße Väter	Afrikamissionare-Weiße Väter, Seminarbibliothek, Trier	NULL	4119
T0004	HBZ60	Tr 18	TR	Friedrich-Ebert-Stiftung, Studienzentrum Karl-Marx-Haus, Bibliothek, Trier	2010-02-23 00	:00	:00	4120
T0005	HBZ60	Tr 19	TR: B Inst.Arb.recht EG	Institut für Arbeitsrecht und Arbeitsbeziehungen in der Europäischen Gemeinschaft, Trier	NULL	4121
T0007	HBZ60	Tr 20	TR: B Abtei St. Matthias	Abtei St. Matthias, Bibliothek, Trier	NULL	4122
T0008	HBZ60	Tr 3	Bernkastel-K.	: Biol. BA	Biologische Bundesanstalt für Land- und Forstwirtschaft Bernkastel-Kues, Institut fuer Pflanzenschutz im Weinbau, Haus Gauß, Bibliothek	NULL	4123
T0009	HBZ60	Tr 7	TR: Staatl. L´u.V´A Lw.	Staatliche Lehr- und Versuchsanstalt für Landwirtschaft, Weinbau und Gartenbau, Bibliothek, Trier	NULL	4124
T0010	STR50	121	TR: StB	Stadtbibliothek Trier	NULL	4125
T0012	HBZ60	Tr 5	TR: HSB Trier	Bibliothek der Hochschule Trier	NULL	4126
T0013	HBZ60	1042	Birkenfeld: HSB Trier	Hochschule Trier, Umwelt-Campus Birkenfeld, Bibliothek	NULL	4127
U0001	HBZ60	290	DO: UB	Universitätsbibliothek Dortmund	NULL	4128
U0002	HBZ60	290/BB	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Bauwesen	2005-03-04 00	:00	:00	4129
U0003	HBZ60	290/BC	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Chemie	2005-03-04 00	:00	:00	4130
U0004	HBZ60	290/BCT	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Chemietechnik	2005-03-04 00	:00	:00	4131
U0005	HBZ60	290/BE	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Elektrotechnik	2005-03-04 00	:00	:00	4132
U0006	HBZ60	290/BER	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Erziehungswissenschaften und Biologie	2005-03-04 00	:00	:00	4133
U0007	HBZ60	290/BGT	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Gesellschaftswissenschaften, Philosophie und Theologie	2005-03-04 00	:00	:00	4134
U0008	HBZ60	290/BHDZ	DO	Bibliothek, Hochschuldidaktisches Zentrum der Universität Dortmund	2005-03-04 00	:00	:00	4135
U0009	HBZ60	290/BHRZ	DO	Bibliothek des Hochschulrechenzentrums der Universität Dortmund	2005-03-04 00	:00	:00	4136
U0010	HBZ60	290/BI	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Informatik	2005-03-04 00	:00	:00	4137
U0011	HBZ60	290/BM	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Mathematik	2005-03-04 00	:00	:00	4138
U0012	HBZ60	290/BMB	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Maschinenbau	2005-03-04 00	:00	:00	4139
U0013	HBZ60	290/BMG	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Musik, Kunst, Textilgestaltung, Sport und Geographie	2005-03-04 00	:00	:00	4140
U0014	HBZ60	290/BP	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Physik	2005-03-04 00	:00	:00	4141
U0015	HBZ60	290/BR	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Raumplanung	2005-03-04 00	:00	:00	4142
U0016	HBZ60	290/BRF	DO	Universitätsbibliothek Dortmund: Bibliothek des Instituts für Roboterforschung	2005-03-04 00	:00	:00	4143
U0017	HBZ60	290/BS	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Statistik	2005-03-04 00	:00	:00	4144
U0018	HBZ60	290/BSP	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Sprach- und Literaturwissenschaften, Journalistik und Geschichte	2005-03-04 00	:00	:00	4145
U0019	HBZ60	290/BSR	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Sondererziehung und Rehabilitation	2005-03-04 00	:00	:00	4146
U0020	HBZ60	290/BU	DO	Universitätsbibliothek Dortmund: Bibliothek des Instituts für Umweltforschung	2005-03-04 00	:00	:00	4147
U0021	HBZ60	290/BW	DO	Universitätsbibliothek Dortmund: Bereichsbibliothek Wirtschafts- und Sozialwissenschaften	2005-03-04 00	:00	:00	4148
U0022	HBZ60	290/DGEG	DO	Universitätsbibliothek Dortmund: Bibliothek der Deutschen Gesellschaft für Eisenbahngeschichte (DGEG) (s. auch 290 E)	2005-03-04 00	:00	:00	4149
U0023	HBZ60	290/FITW	DO	Fraunhofer-Institut für Materialfluß und Logistik (frü	her: Transporttechnik und Warendistribution), Bibliothek	2005-03-04 00	:00	:00	4150
U0024	HBZ60	290/FOME	DO	Universität	Dortmund: Forschungsstelle Ostmitteleuropa, Bibliothek	2005-03-04 00	:00	:00	4151
U0025	HBZ60	290/PAS	DO	Universitätsbibliothek Dortmund: Informationszentrum Technik und Patente (frü	her: Patentstelle)	2005-03-04 00	:00	:00	4152
U0026	HBZ60	290/Verw	DO	Universitätsbibliothek Dortmund, Bibliothek der Verwaltung	2005-06-27 00	:00	:00	4153
U5001	HBZ60	Dm 13	DO: FHB Dortmund	Fachhochschulbibliothek Dortmund	NULL	4154
V0001	HBZ60	1018	Witten/Herdecke: UB	Universitätsbibliothek Witten/Herdecke	NULL	4155
X5001	HBZ60	Dü 62	D: HSB Düsseldorf	Hochschulbibliothek der Hochschule Düsseldorf	NULL	4156
Y9001	HBZ60	133	BO: Stadtarchiv	Stadtarchiv und wissenschaftliche Stadtbibliothek	Bonn	NULL	4157
Y9002	HBZ60	171	WES: StBü	Stadtbücherei Wesel	NULL	4158
Y9003	HBZ60	227	GM: KrStBü	Kreis- und Stadtbücherei Gummersbach	NULL	4159
Y9004	HBZ60	230	HF: StB	Stadtbibliothek Herford	NULL	4160
Y9005	HBZ60	236	Iserlohn: StBü	Stadtbücherei Iserlohn	NULL	4161
Y9006	HBZ60	247	Lüdenscheid: StBü	Stadtbücherei Lüdenscheid	NULL	4162
Y9007	HBZ60	249	MI: StB	Stadtbibliothek Minden	NULL	4163
Y9009	HBZ60	268	Ratingen: StBü	Stadtbücherei Ratingen	NULL	4164
Y9010	HBZ60	271	MG	Stadtbibliothek Mönchengladbach, Stadtteilbibliothek Rheydt	2005-06-16 00	:00	:00	4165
Y9011	HBZ60	272	Schwelm: StBü	Stadtbücherei Schwelm	NULL	4166
Y9012	HBZ60	273	SU: StB Siegburg	Stadtbibliothek Siegburg GmbH	NULL	4167
Y9014	HBZ60	278	SO: StArchiv StB	Stadtarchiv und wissenschaftliche Stadtbibliothek Soest	NULL	4168
Y9015	HBZ60	287	Strausberg: Akad.B'wehr	Akademie der Bundeswehr für Information und Kommunikation, Fachinformationsstelle und Regionale Fachinformationsleitstelle Ost; 15344 Strausberg (bei Berlin)	NULL	4169
Y9018	HBZ60	371	GT: StB	Stadtbibliothek Gütersloh	NULL	4170
Y9019	HBZ60	372	Lage: StBü	Stadtbücherei Lage/Lippe	NULL	4171
Y9020	HBZ60	373	Meschede: StBü	Stadtbücherei Meschede	NULL	4172
Y9021	HBZ60	374	Rheine: StBü	Stadtbücherei Rheine	NULL	4173
Y9023	HBZ60	379	UN: StB	Stadtbibliothek Unna	NULL	4174
Y9024	HBZ60	387	Altena: StBü	Stadtbücherei Altena/Westfalen	NULL	4175
Y9025	HBZ60	388	Bad-Salzuflen: StBü	Stadtbücherei Bad Salzuflen	NULL	4176
Y9026	HBZ60	393 J	ü	lich: StBü	Stadtbücherei Jülich	NULL	4177
Y9027	HBZ60	397	Dü	lmen: StBü	Stadtbücherei Dülmen	NULL	4178
Y9028	HBZ60	399	Bad-Honnef: StBü	Stadtbücherei Bad Honnef	NULL	4179
Y9030	HBZ60	412	Datteln: StBü	Stadtbücherei Datteln	NULL	4180
Y9031	HBZ60	415	Erkelenz: KrStBü	Kreis- u. Stadtbücherei Erkelenz	NULL	4181
Y9032	HBZ60	423	Warendorf: StBü	Stadtbücherei Warendorf	NULL	4182
Y9033	HBZ60	431	Ennepetal: StBü	Stadtbücherei Ennepetal	NULL	4183
Y9034	HBZ60	436	Kempen: KrStBü	Kreis- u. Stadtbibliothek Kempen	NULL	4184
Y9035	HBZ60	444	KLE: StBü	Stadtbücherei Kleve	NULL	4185
Y9037	HBZ60	446	Stolberg/Rhld: StBü	Stadtbücherei Stolberg/Rheinland	NULL	4186
Y9038	HBZ60	448	OE: StBü	Stadtbücherei Olpe	NULL	4187
Y9039	HBZ60	453	SI: StBü	Stadtbücherei Siegen	NULL	4188
Y9040	HBZ60	454	SO: StBü	Stadtbücherei Soest	NULL	4189
Y9042	HBZ60	710	D: Heinrich-Heine-Inst.	Heinrich-Heine-Institut Düsseldorf	NULL	4190
Y9043	HBZ60	713	Würselen: StBü	Stadtbücherei Würselen	NULL	4191
Y9044	HBZ60	714	Oelde: StBü	Stadtbücherei Oelde	NULL	4192
Y9045	HBZ60	733	HX: StBü	Stadtbücherei Höxter	NULL	4193
Y9046	HBZ60	734	Lemgo: StBü	Stadtbücherei Lemgo	NULL	4194
Y9047	HBZ60	738	ST: StBü	Stadtbücherei Steinfurt	NULL	4195
Y9048	HBZ60	741	Rheda-Wiedenbrück: StB	Stadtbibliothek Rheda-Wiedenbrück	NULL	4196
Y9049	HBZ60	744	SU	Kreisbibliothek Siegburg (aufgegangen in der Hochschul- und Kreisbibliothek	Bonn-Rhein-Sieg, St. Augustin = 1044)	2005-06-16 00	:00	:00	4197
Y9050	HBZ60	745	Gevelsberg: StBü	Stadtbücherei Gevelsberg	NULL	4198
Y9051	HBZ60	765	Brilon: StBü	Stadtbücherei Brilon	NULL	4199
Y9052	HBZ60	831	Beckum-Neubeckum: StBü	Stadtbücherei Beckum-Neubeckum	NULL	4200
Y9053	HBZ60	A 2	AC: B Kaiser-Karls-Gym.	Kaiser-Karls-Gymnasium, Lehrerbibliothek, Aachen	NULL	4201
Y9054	HBZ60	Bg 1	ST: B Gymn. Arnoldinum	Hohe Schule Gymnasium Arnoldinum, Steinfurt, Bibliothek	NULL	4202
Y9055	HBZ60	Bg 2	ST: PfarrB St.Nikomedes	Pfarrbibliothek St. Nikomedes, Steinfurt-Borghorst	NULL	4203
Y9056	HBZ60	Bi 15	BI: B LKA	Bibliothek des Landeskirchenamtes Bielefeld, Synodalbibliothek	NULL	4204
Y9057	HBZ60	Bi 7	BI: B Städt. Ratsgymn.	Bibliothek des Städtischen Ratsgymnasiums Bielefeld	NULL	4205
Y9058	HBZ60	Bi 8	BI: B d Landeskirchenamt.	Pfarrbibliothek Hagen-Hohenlimburg in der Bibliothek des Landeskirchenamtes, Bielefeld	NULL	4206
Y9059	HBZ60	Bm 11	BO: FakB Geschichtswiss		NULL	4207
Y9060	HBZ60	Bm 18	BO: FakB Wirtsch.wiss.	Fakultätsbibliothek für Wirtschaftswissenschaft der Ruhr-Universität Bochum (=Bm18)	NULL	4208
Y9062	HBZ60	Bm 39	BO: Rechtswissensch.	Zentrales Rechtswissenschaftliches Seminar der Ruhr-Universität Bochum, Bibliothek (=Bm39)	NULL	4209
Y9063	HBZ60	Bo 400	BN: B Argent.Kulturinst	Domingo Faustino Sarmiento Instituto Argentino de Cultura (Argentinisches Kulturinstitut), Bibliothek,	Bonn	NULL	4210
Y9064	HBZ60	Cla 1	Herzebrock-Clarholz:PfB	Pfarr-Bibliothek St. Laurentius, Herzebrock-Clarholz	NULL	4211
Y9065	HBZ60	Dü 20	: ZB der Bundeswehr	Ehemalige Zentralbibliothek der Bundeswehr Düsseldorf (jetzt in 287)	NULL	4212
Y9066	HBZ60	Dü 28	D: B VDI	Ehemalige VDI-Bücherei Dü	sseldorf: geschlossen, Bestände übergeben an das Museum für Verkehr und Technik, 10963 Berlin, Trebbiner Str. 9 (dort z.T. verfügbar, noch kein Sigel )	NULL	4213
Y9067	HBZ60	Dü 51	BO: B DGB	Ehemalige Bibliothek des Deutschen Gewerkschaftsbundes (DGB) Düsseldorf (jetzt in Bo 133)	NULL	4214
Y9068	HBZ60	Dü 58	D: B Städt.Görres-Gymn.	Städtisches Görres-Gymnasium, Lehrerbibliothek, Düsseldorf	NULL	4215
Y9069	HBZ60	Dü 63	D: B Goethe-Museum	Goethe-Museum, Anton- und Katharina-Kippenberg-Stiftung, Bibliothek, Düsseldorf	NULL	4216
Y9070	HBZ60	Dü 65	D: Landeskirchl. B	Landeskirchliche Bibliothek der Ev. Kirche im Rheinland, Düsseldorf	NULL	4217
Y9071	HBZ60	Eus 2	EU: Histor. KrB	Historische Kreisbibliothek, Euskirchen	NULL	4218
Y9072	HBZ60	Gk 1	Goch: Bibl.domus presb.	Bibliotheca domus presbyterorum Gaesdonck, Goch	NULL	4219
Y9075	HBZ60	Hef 1	HF: Bü Friedrichs-Gymn.	Friedrichs-Gymnasium, Lehrerbücherei, Herford	NULL	4220
Y9076	HBZ60	Hör 1	Hörstel: B Kl. Gravenh.	Ehemaliges Zisterzienserinnenkloster Gravenhorst, Bibliothek, Hörstel	NULL	4221
Y9077	HBZ60	Hür 1	Hürth-	Gleuel: PfarrB	Alte Pfarrbibliothek St. Dionysius, Hürth-Gleuel	NULL	4222
Y9078	HBZ60	Kn 120	K: Slavisches Institut	Slavisches Institut der Universität Köln	NULL	4223
Y9079	HBZ60	Kn 126	K: Niederl. Philologie	Institut für Niederländische Philologie der Universität Köln (s. auch 38/406)	NULL	4224
Y9080	HBZ60	Kn 166	K: Inst. d. dt. Wirtsch	Institut der deutschen Wirtschaft Köln	NULL	4225
Y9081	HBZ60	Kn 18	K: Theaterwiss. (Wahn)	Bibliothek des Instituts für Theaterwissenschaft der Universität Köln (s. auch 38/429)	NULL	4226
Y9082	HBZ60	Kn 55	KS: B AGP	AGP-Fachbücherei der Arbeitsgemeinschaft Partnerschaft in der Wirtschaft, Kassel	NULL	4227
